player_id,age_group,prior_coding_exp,motivation_type,sessions_played,avg_session_time_min,levels_attempted,levels_completed,completion_rate,initial_difficulty,current_difficulty,difficulty_jump,avg_attempts_per_level,syntax_errors,logic_errors,hints_used,hint_rate,forum_posts,badges_earned,streak_days,time_between_sessions,performance_score,flow_score,optimal_difficulty,churned
P0954,23-30,5,Intrinsic,23,16.64,48,28,0.583,1,2,1,4.05,10,7,1,0.021,6,4,7,4.97,64.2,76.54,1,0
P0955,16-18,0,Social,14,20.79,35,20,0.571,3,3,0,4.16,4,2,1,0.029,0,3,0,3.48,41.96,77.71,1,0
P0956,16-18,1,Intrinsic,15,5.0,44,26,0.591,1,4,3,3.86,14,6,5,0.114,1,4,3,2.49,48.97,70.14,1,0
P0957,16-18,1,Intrinsic,13,23.8,33,19,0.576,1,2,1,1.61,6,7,2,0.061,0,2,2,1.39,51.0,74.97,1,0
P0958,13-15,0,Intrinsic,9,24.8,23,6,0.261,3,2,1,3.44,9,2,1,0.043,0,1,2,7.52,28.34,59.74,0,0
P0959,13-15,0,Intrinsic,11,23.07,31,25,0.806,2,4,2,5.84,17,12,1,0.032,1,6,12,0.5,51.65,85.35,1,0
P0960,19-22,4,Extrinsic,4,5.0,6,2,0.333,4,4,0,4.69,8,3,0,0.0,0,0,12,6.46,42.61,66.67,1,0
P0961,13-15,0,Extrinsic,12,11.87,30,28,0.933,4,5,1,2.86,6,5,3,0.1,0,4,4,3.71,61.19,91.67,1,0
P0962,19-22,3,Social,12,16.02,33,26,0.788,1,3,2,2.08,5,1,4,0.121,3,6,5,2.54,72.33,81.76,1,0
P0963,13-15,0,Extrinsic,10,24.33,29,18,0.621,4,6,2,3.35,7,3,7,0.241,0,4,7,1.18,47.44,69.79,1,0
P0964,16-18,2,Extrinsic,8,24.31,14,10,0.714,3,4,1,2.8,6,5,0,0.0,1,0,3,0.5,54.58,83.71,1,0
P0965,16-18,1,Intrinsic,14,20.64,31,19,0.613,1,2,1,4.17,5,7,0,0.0,0,4,4,1.76,49.09,78.65,1,0
P0966,16-18,1,Intrinsic,20,27.08,50,22,0.44,3,4,1,3.34,6,7,0,0.0,3,4,7,4.59,44.24,70.0,1,0
P0967,19-22,3,Extrinsic,7,13.79,13,7,0.538,3,6,3,3.37,7,9,2,0.154,0,4,1,4.1,56.11,66.31,1,0
P0968,16-18,1,Intrinsic,16,26.88,38,14,0.368,3,2,1,5.16,8,13,1,0.026,0,2,5,3.11,33.85,65.63,1,0
P0969,19-22,3,Social,5,25.8,9,6,0.667,5,8,3,4.71,9,4,5,0.556,0,2,1,14.68,54.89,60.67,1,0
P0970,16-18,4,Intrinsic,19,25.02,38,35,0.921,3,5,2,4.65,10,2,3,0.079,2,7,0,10.8,76.71,89.68,1,0
P0971,19-22,4,Intrinsic,18,20.54,38,18,0.474,5,7,2,1.41,4,2,3,0.079,1,1,3,1.53,57.92,67.32,1,0
P0972,23-30,3,Intrinsic,18,36.65,41,29,0.707,3,5,2,1.0,0,0,2,0.049,0,2,4,0.64,65.79,79.9,1,0
P0973,19-22,5,Intrinsic,5,25.95,10,2,0.2,1,2,1,1.34,7,1,4,0.4,2,0,2,1.87,49.64,46.0,0,1
P0974,13-15,0,Intrinsic,18,14.25,40,26,0.65,3,3,0,2.28,4,9,0,0.0,2,6,4,5.58,54.3,82.5,1,0
P0975,13-15,1,Extrinsic,11,23.99,21,17,0.81,2,5,3,5.36,12,11,3,0.143,0,9,12,1.84,61.47,80.19,1,0
P0976,16-18,2,Intrinsic,18,28.02,31,22,0.71,3,3,0,1.0,2,3,2,0.065,3,3,3,1.23,63.39,83.55,1,0
P0977,19-22,3,Extrinsic,5,17.3,7,5,0.714,3,2,1,5.89,11,9,2,0.286,1,4,5,4.06,56.85,75.14,1,0
P0978,13-15,0,Intrinsic,7,30.71,12,3,0.25,3,2,1,3.76,8,3,1,0.083,0,2,8,3.15,28.61,58.0,0,0
P0979,16-18,0,Intrinsic,9,25.06,21,12,0.571,1,4,3,6.54,10,11,1,0.048,0,3,5,10.39,36.01,71.14,1,0
P0980,19-22,2,Intrinsic,13,5.0,34,9,0.265,3,5,2,2.67,8,6,1,0.029,2,0,6,2.39,36.91,58.35,0,0
P0981,16-18,0,Social,10,24.4,17,11,0.647,1,1,0,3.76,6,8,0,0.0,1,3,4,10.28,45.99,82.35,1,0
P0982,19-22,4,Intrinsic,29,18.75,48,19,0.396,3,3,0,3.13,3,2,0,0.0,5,2,5,1.03,52.01,69.79,1,0
P0983,13-15,2,Extrinsic,18,26.3,47,21,0.447,4,4,0,4.23,9,3,2,0.043,1,2,5,6.0,43.31,71.06,1,0
P0984,13-15,3,Intrinsic,30,29.55,50,33,0.66,5,6,1,3.15,5,7,3,0.06,3,3,8,1.3,60.03,79.2,1,0
P0985,19-22,4,Extrinsic,9,23.56,26,16,0.615,1,3,2,4.71,8,13,2,0.077,1,5,8,4.98,61.34,74.46,1,0
P0986,16-18,2,Intrinsic,6,35.32,15,11,0.733,3,4,1,5.15,8,9,1,0.067,1,2,9,7.81,52.45,82.67,1,0
P0987,19-22,1,Extrinsic,22,20.57,43,37,0.86,3,6,3,3.52,4,4,4,0.093,1,2,0,2.93,57.61,84.23,1,0
P0988,16-18,1,Extrinsic,12,27.0,23,20,0.87,5,4,1,3.86,7,4,4,0.174,1,7,9,3.91,64.62,86.26,1,0
P0989,13-15,0,Social,12,28.44,27,12,0.444,3,4,1,1.0,2,0,2,0.074,0,2,0,9.56,43.28,68.0,1,0
P0990,19-22,3,Intrinsic,22,21.22,35,30,0.857,1,2,1,4.55,9,8,2,0.057,6,1,3,1.41,61.4,89.14,1,0
P0991,19-22,3,Intrinsic,32,28.23,50,25,0.5,3,6,3,7.43,16,11,5,0.1,5,2,3,2.15,41.42,66.0,1,0
P0992,19-22,3,Intrinsic,12,17.24,21,8,0.381,3,3,0,1.13,2,1,0,0.0,1,0,7,6.86,49.4,69.05,1,0
P0993,16-18,0,Social,16,18.62,42,8,0.19,4,4,0,2.86,6,4,2,0.048,0,0,2,3.35,25.46,58.1,0,0
P0994,19-22,5,Extrinsic,11,11.5,24,18,0.75,4,7,3,5.82,13,6,1,0.042,2,3,7,6.2,64.95,80.25,1,0
P0995,16-18,0,Extrinsic,5,23.93,7,4,0.571,2,2,0,3.05,10,2,4,0.571,0,3,11,2.89,44.74,61.43,1,0
P0996,13-15,0,Intrinsic,13,24.6,32,12,0.375,5,8,3,4.75,11,2,2,0.062,0,6,3,4.04,37.13,60.88,1,0
P0997,23-30,5,Intrinsic,12,31.43,25,22,0.88,1,1,0,2.41,3,1,4,0.16,0,2,3,0.5,77.17,89.2,1,0
P0998,13-15,0,Intrinsic,17,28.33,38,15,0.395,5,8,3,3.86,1,5,2,0.053,1,2,8,1.25,34.15,62.16,1,0
P0999,23-30,0,Social,14,19.72,25,2,0.08,4,4,0,2.87,3,6,1,0.04,2,0,5,4.41,21.03,52.8,0,0
P1000,16-18,1,Extrinsic,16,12.57,37,15,0.405,3,4,1,3.56,6,3,1,0.027,0,5,10,1.55,43.81,67.46,1,0
P1001,13-15,1,Social,16,25.46,47,39,0.83,4,5,1,1.73,1,2,3,0.064,2,3,2,1.35,62.37,87.57,1,0
P1002,16-18,4,Intrinsic,15,30.89,24,17,0.708,1,1,0,2.9,4,6,1,0.042,0,2,4,9.08,65.08,84.17,1,0
P1003,23-30,2,Extrinsic,20,28.04,38,9,0.237,1,4,3,6.85,14,9,4,0.105,3,1,2,2.41,26.84,52.68,0,0
P1004,19-22,4,Extrinsic,21,30.68,39,22,0.564,1,2,1,2.87,10,1,2,0.051,2,2,2,0.64,59.39,74.67,1,0
P1005,19-22,3,Intrinsic,20,20.3,37,22,0.595,1,1,0,1.14,1,4,1,0.027,2,0,1,1.92,57.92,78.92,1,0
P1006,19-22,3,Social,13,18.27,26,20,0.769,3,3,0,2.77,12,8,0,0.0,0,3,1,2.19,65.34,88.46,1,0
P1007,19-22,5,Social,18,16.1,49,21,0.429,2,1,1,2.43,8,3,1,0.02,0,1,0,13.46,57.57,68.82,1,0
P1008,19-22,1,Social,8,21.55,22,11,0.5,4,3,1,1.49,3,2,2,0.091,1,1,4,3.8,46.77,70.27,1,0
P1009,13-15,0,Extrinsic,17,21.37,30,21,0.7,3,5,2,4.21,11,6,4,0.133,0,2,4,2.2,45.48,77.0,1,0
P1010,16-18,2,Intrinsic,17,23.65,39,34,0.872,3,2,1,2.43,10,6,4,0.103,6,4,0,1.7,67.79,88.51,1,0
P1011,13-15,1,Intrinsic,14,20.97,34,25,0.735,3,2,1,2.56,2,3,2,0.059,1,3,4,7.41,56.5,83.0,1,0
P1012,23-30,4,Social,9,20.93,20,15,0.75,2,4,2,4.23,10,11,3,0.15,1,6,2,3.11,69.42,79.0,1,0
P1013,23-30,4,Intrinsic,8,15.79,17,12,0.706,2,4,2,1.7,1,3,2,0.118,1,2,3,1.32,67.98,77.76,1,0
P1014,13-15,0,Extrinsic,15,29.53,26,14,0.538,2,4,2,1.39,3,3,6,0.231,1,3,2,1.87,47.57,66.0,1,0
P1015,19-22,4,Extrinsic,7,22.61,15,10,0.667,4,7,3,5.51,11,16,3,0.2,1,1,4,0.98,55.4,71.33,1,0
P1016,23-30,3,Extrinsic,18,20.6,37,18,0.486,3,5,2,1.1,2,3,3,0.081,1,3,4,9.69,58.2,67.89,1,0
P1017,13-15,0,Social,12,16.02,32,22,0.688,2,5,3,3.03,5,4,5,0.156,1,2,1,3.63,47.91,73.69,1,0
P1018,19-22,3,Intrinsic,11,11.34,29,15,0.517,4,4,0,1.0,2,1,0,0.0,0,5,4,1.49,62.69,75.86,1,0
P1019,23-30,4,Intrinsic,8,32.46,13,9,0.692,1,4,3,3.77,5,4,4,0.308,1,6,6,0.61,68.27,69.38,1,0
P1020,13-15,0,Intrinsic,22,26.44,35,19,0.543,3,3,0,3.64,9,4,2,0.057,2,4,1,0.58,43.61,75.43,1,0
P1021,19-22,5,Intrinsic,7,9.01,20,8,0.4,3,5,2,4.17,6,8,2,0.1,2,1,2,1.95,52.08,63.0,1,0
P1022,16-18,1,Intrinsic,7,28.11,16,6,0.375,4,6,2,7.59,18,5,3,0.188,0,2,8,1.89,28.03,59.12,0,0
P1023,23-30,1,Intrinsic,20,29.38,50,11,0.22,5,5,0,4.63,8,7,1,0.02,2,2,6,1.62,29.22,60.4,1,0
P1024,23-30,5,Social,9,23.0,14,5,0.357,4,5,1,2.1,4,2,3,0.214,1,0,2,5.73,54.03,59.43,0,0
P1025,23-30,2,Social,6,34.78,13,1,0.077,3,6,3,2.7,1,6,4,0.308,0,0,0,11.62,29.32,38.62,0,1
P1026,16-18,1,Intrinsic,10,23.73,23,14,0.609,2,1,1,7.56,12,9,3,0.13,0,5,2,1.31,41.95,74.52,1,0
P1027,23-30,3,Intrinsic,13,10.67,36,29,0.806,4,6,2,5.59,12,4,2,0.056,1,7,7,1.05,65.74,84.61,1,0
P1028,19-22,5,Social,5,24.92,8,2,0.25,3,6,3,5.38,10,8,3,0.375,0,4,5,4.41,47.54,45.25,0,0
P1029,16-18,0,Intrinsic,13,23.96,24,8,0.333,1,4,3,4.61,11,4,0,0.0,0,2,7,1.79,29.8,60.67,1,0
P1030,19-22,5,Intrinsic,11,17.17,23,18,0.783,4,6,2,4.41,13,5,2,0.087,0,10,5,0.74,80.28,82.52,1,0
P1031,13-15,1,Intrinsic,7,26.59,19,17,0.895,2,2,0,1.0,1,2,2,0.105,0,3,1,0.6,66.79,91.58,1,0
P1032,19-22,4,Extrinsic,22,8.66,50,33,0.66,1,3,2,4.24,7,6,4,0.08,2,3,6,0.99,61.31,76.6,1,0
P1033,13-15,0,Intrinsic,14,29.92,41,26,0.634,5,8,3,4.61,13,2,3,0.073,2,2,4,0.5,41.85,73.51,1,0
P1034,13-15,0,Social,16,14.98,47,23,0.489,3,4,1,2.14,4,2,2,0.043,0,2,7,8.51,42.21,71.19,1,0
P1035,13-15,0,Intrinsic,12,14.12,18,7,0.389,2,2,0,2.19,7,6,0,0.0,2,2,9,1.69,38.08,69.44,1,0
P1036,19-22,4,Extrinsic,22,21.09,34,6,0.176,4,6,2,6.27,8,9,5,0.147,1,0,0,0.5,32.38,50.41,0,1
P1037,16-18,2,Intrinsic,10,25.46,17,15,0.882,4,3,1,3.31,8,5,3,0.176,0,3,3,0.54,64.51,86.82,1,0
P1038,19-22,4,Extrinsic,16,23.31,32,22,0.688,1,3,2,7.11,13,15,2,0.062,2,3,6,1.17,55.23,78.5,1,0
P1039,13-15,0,Extrinsic,13,16.06,35,22,0.629,3,6,3,1.89,2,1,2,0.057,1,1,4,2.41,46.92,73.71,1,0
P1040,16-18,1,Extrinsic,4,17.95,11,6,0.545,4,7,3,3.72,12,3,3,0.273,0,4,0,3.65,47.53,63.09,1,0
P1041,16-18,1,Extrinsic,16,12.94,28,22,0.786,2,1,1,1.18,4,2,2,0.071,2,2,5,1.1,60.48,85.14,1,0
P1042,19-22,5,Extrinsic,15,20.2,36,30,0.833,3,3,0,1.19,6,1,3,0.083,2,6,4,9.48,84.37,89.17,1,0
P1043,16-18,2,Social,5,30.6,14,9,0.643,1,4,3,3.26,5,6,3,0.214,1,1,6,4.29,52.07,69.71,1,0
P1044,19-22,0,Social,9,21.97,19,4,0.211,4,4,0,3.47,10,4,1,0.053,1,1,0,5.24,26.24,58.95,0,0
P1045,23-30,4,Extrinsic,6,28.88,9,2,0.222,4,4,0,3.4,5,9,2,0.222,1,0,5,1.17,41.39,54.44,0,0
P1046,19-22,4,Intrinsic,8,33.64,17,9,0.529,1,3,2,2.98,4,9,4,0.235,0,2,0,1.44,57.72,65.41,1,0
P1047,13-15,0,Intrinsic,19,17.3,39,34,0.872,4,4,0,1.0,0,1,2,0.051,1,5,7,2.32,64.87,92.05,1,0
P1048,13-15,0,Intrinsic,12,20.51,28,21,0.75,4,7,3,6.72,5,12,4,0.143,1,0,14,1.8,38.21,77.21,1,0
P1049,23-30,5,Extrinsic,11,39.37,23,15,0.652,2,5,3,4.07,8,8,1,0.043,0,4,4,0.9,66.91,75.3,1,0
P1050,13-15,1,Intrinsic,10,33.55,15,9,0.6,3,4,1,1.83,6,1,5,0.333,0,4,0,17.71,54.44,68.0,1,0
P1051,23-30,2,Intrinsic,10,8.62,29,18,0.621,1,1,0,3.41,6,8,0,0.0,0,4,6,5.66,55.3,81.03,1,0
P1052,16-18,2,Social,14,25.1,32,13,0.406,5,6,1,3.81,8,7,0,0.0,2,1,3,0.82,41.23,68.31,1,0
P1053,23-30,2,Social,23,22.0,50,20,0.4,3,5,2,3.52,5,5,3,0.06,0,0,2,6.69,40.21,64.2,1,0
P1054,19-22,1,Social,13,28.61,38,23,0.605,3,4,1,3.72,12,6,0,0.0,3,2,4,2.65,46.9,78.26,1,0
P1055,23-30,3,Intrinsic,37,16.04,50,17,0.34,3,3,0,1.27,2,2,1,0.02,1,2,9,0.5,50.43,66.4,1,0
P1056,16-18,3,Extrinsic,13,15.28,23,7,0.304,3,6,3,5.64,13,10,6,0.261,3,0,4,1.27,35.07,51.39,0,0
P1057,19-22,5,Intrinsic,10,16.59,27,13,0.481,4,6,2,2.5,3,4,1,0.037,0,0,0,0.5,58.0,68.96,1,0
P1058,16-18,2,Intrinsic,6,17.42,11,10,0.909,3,3,0,2.09,2,0,0,0.0,2,1,7,0.5,65.63,95.45,1,0
P1059,16-18,3,Intrinsic,7,28.52,18,6,0.333,5,7,2,4.97,11,10,2,0.111,0,1,7,0.59,39.4,59.33,0,0
P1060,19-22,4,Intrinsic,16,12.55,30,22,0.733,3,2,1,5.31,17,7,5,0.167,3,3,2,1.99,61.57,79.67,1,0
P1061,23-30,3,Intrinsic,13,17.02,20,7,0.35,2,2,0,5.38,3,14,1,0.05,1,2,17,1.44,40.55,66.0,1,0
P1062,23-30,4,Social,12,7.69,27,18,0.667,5,4,1,5.08,8,9,2,0.074,2,3,5,0.5,59.46,79.11,1,0
P1063,19-22,5,Intrinsic,6,30.06,10,3,0.3,3,4,1,3.01,3,5,1,0.1,0,2,1,1.51,52.47,60.0,0,0
P1064,16-18,3,Extrinsic,32,32.17,50,34,0.68,3,3,0,1.0,2,1,0,0.0,3,3,2,1.09,66.2,84.0,1,0
P1065,16-18,3,Extrinsic,6,19.38,14,6,0.429,5,4,1,5.61,13,9,2,0.143,0,1,5,1.58,41.62,65.14,1,0
P1066,19-22,5,Intrinsic,11,19.62,31,17,0.548,1,4,3,6.56,8,18,2,0.065,2,3,7,0.57,55.05,69.48,1,0
P1067,13-15,0,Extrinsic,8,25.63,21,13,0.619,3,4,1,2.49,4,5,2,0.095,0,0,2,2.82,43.53,76.1,1,0
P1068,13-15,1,Intrinsic,10,33.8,17,8,0.471,2,2,0,4.38,5,8,0,0.0,3,2,1,0.5,39.87,73.53,1,0
P1069,16-18,1,Extrinsic,14,25.27,37,15,0.405,3,3,0,2.5,8,4,2,0.054,1,2,4,1.47,41.96,68.65,1,0
P1070,16-18,0,Intrinsic,23,16.42,50,39,0.78,4,7,3,6.75,14,12,2,0.04,2,5,1,6.76,46.82,81.8,1,0
P1071,16-18,1,Intrinsic,7,9.05,17,5,0.294,5,8,3,3.73,12,7,5,0.294,1,2,1,1.63,34.45,49.88,0,0
P1072,13-15,0,Intrinsic,9,13.08,24,16,0.667,3,2,1,6.47,16,8,3,0.125,0,5,5,1.75,43.0,77.58,1,0
P1073,13-15,0,Extrinsic,18,22.59,42,13,0.31,4,3,1,4.68,8,9,3,0.071,1,1,5,0.5,27.18,61.33,1,0
P1074,13-15,0,Social,20,16.76,43,24,0.558,5,4,1,6.2,6,5,3,0.07,2,4,1,2.79,37.83,73.81,1,0
P1075,23-30,2,Intrinsic,10,23.56,24,20,0.833,3,5,2,3.3,7,9,2,0.083,1,2,1,8.27,61.07,85.17,1,0
P1076,16-18,1,Extrinsic,11,17.58,21,15,0.714,2,3,1,4.11,12,3,0,0.0,1,3,6,1.03,51.8,83.71,1,0
P1077,16-18,0,Extrinsic,7,13.53,12,9,0.75,3,3,0,1.55,1,1,0,0.0,0,3,3,1.5,55.63,87.5,1,0
P1078,19-22,4,Social,11,12.58,26,17,0.654,5,6,1,4.77,8,4,2,0.077,1,2,8,2.66,58.24,78.38,1,0
P1079,13-15,0,Social,10,34.5,18,10,0.556,5,8,3,5.85,14,11,4,0.222,2,3,1,0.5,37.1,65.11,1,0
P1080,23-30,2,Extrinsic,20,29.11,32,9,0.281,3,4,1,7.1,15,14,2,0.062,4,2,2,9.0,29.51,60.19,1,0
P1081,19-22,4,Extrinsic,13,35.84,19,15,0.789,4,5,1,4.22,8,10,3,0.158,1,9,3,1.89,75.52,82.74,1,0
P1082,13-15,1,Social,5,26.32,12,8,0.667,2,1,1,4.59,11,4,3,0.25,3,5,7,0.5,51.7,73.83,1,0
P1083,16-18,0,Intrinsic,12,18.56,24,20,0.833,2,5,3,3.79,9,5,4,0.167,1,1,1,1.22,50.35,80.67,1,0
P1084,23-30,2,Intrinsic,6,32.59,15,2,0.133,5,6,1,4.31,8,7,3,0.2,1,0,3,1.4,27.55,48.67,0,0
P1085,23-30,2,Intrinsic,18,21.74,37,9,0.243,1,1,0,2.43,3,3,1,0.027,1,3,2,1.27,41.15,61.35,1,0
P1086,16-18,0,Social,8,23.77,17,11,0.647,2,1,1,3.67,13,9,4,0.235,0,2,5,3.54,44.7,73.29,1,0
P1087,19-22,5,Social,14,21.66,29,10,0.345,3,4,1,3.76,9,4,3,0.103,5,1,2,1.27,50.89,62.14,1,1
P1088,13-15,0,Intrinsic,10,5.0,24,16,0.667,3,6,3,3.97,9,5,4,0.167,0,4,6,1.17,47.74,72.33,1,0
P1089,23-30,3,Extrinsic,15,34.84,30,17,0.567,3,3,0,3.09,6,8,3,0.1,3,1,3,1.17,53.43,75.33,1,0
P1090,13-15,0,Extrinsic,9,25.93,26,21,0.808,2,5,3,3.94,5,5,9,0.346,2,10,9,4.51,62.47,74.0,1,0
P1091,23-30,4,Intrinsic,9,24.64,26,16,0.615,5,8,3,3.93,7,9,3,0.115,0,5,2,1.11,63.29,71.31,1,0
P1092,19-22,2,Social,20,21.51,50,22,0.44,5,8,3,6.11,9,7,3,0.06,1,3,4,0.5,39.81,64.2,1,0
P1093,19-22,4,Intrinsic,12,23.31,34,31,0.912,2,4,2,4.26,8,8,3,0.088,0,6,5,1.36,75.81,88.94,1,0
P1094,16-18,2,Intrinsic,13,17.22,28,19,0.679,3,3,0,3.52,7,5,1,0.036,1,7,3,0.98,61.84,82.86,1,0
P1095,13-15,2,Extrinsic,7,26.93,16,7,0.438,4,7,3,2.31,5,2,6,0.375,0,0,7,7.19,44.71,54.62,0,0
P1096,13-15,0,Extrinsic,11,11.54,28,18,0.643,3,5,2,4.64,12,7,3,0.107,1,2,2,1.95,42.13,74.93,1,0
P1097,13-15,0,Intrinsic,15,23.49,38,10,0.263,2,1,1,4.3,12,7,3,0.079,2,0,4,0.8,24.79,58.79,0,0
P1098,13-15,0,Extrinsic,15,26.49,42,29,0.69,3,5,2,3.4,7,6,1,0.024,1,7,5,11.98,54.61,79.81,1,0
P1099,19-22,5,Extrinsic,9,20.41,23,10,0.435,2,1,1,6.63,13,12,0,0.0,0,3,5,0.85,50.32,69.74,1,0
P1100,16-18,3,Intrinsic,12,24.97,35,27,0.771,2,4,2,1.0,1,5,2,0.057,1,4,5,4.32,71.36,82.86,1,0
P1101,13-15,0,Intrinsic,3,14.07,6,4,0.667,3,6,3,5.68,10,7,4,0.667,0,6,3,3.15,46.48,57.33,0,0
P1102,23-30,3,Extrinsic,7,14.27,19,13,0.684,3,5,2,5.07,8,7,4,0.211,1,7,8,1.86,62.2,73.89,1,0
P1103,23-30,5,Intrinsic,19,23.89,48,45,0.938,4,6,2,4.81,9,8,3,0.062,4,5,2,1.56,77.97,91.0,1,0
P1104,23-30,2,Social,15,27.43,38,8,0.211,4,7,3,4.76,12,5,5,0.132,3,2,9,6.18,32.51,50.58,0,0
P1105,23-30,4,Social,18,7.0,35,23,0.657,2,1,1,4.33,8,4,1,0.029,0,2,11,1.93,59.47,80.0,1,0
P1106,13-15,0,Social,6,26.18,16,7,0.438,4,7,3,5.8,11,10,1,0.062,1,1,5,1.41,29.49,64.0,1,0
P1107,16-18,3,Intrinsic,11,17.65,31,18,0.581,1,1,0,1.91,7,3,1,0.032,0,5,10,1.31,62.95,78.06,1,0
P1108,19-22,5,Social,12,20.46,21,7,0.333,3,5,2,4.45,7,6,3,0.143,0,2,5,0.97,50.21,58.38,0,0
P1109,19-22,4,Intrinsic,6,11.28,14,13,0.929,4,4,0,2.73,3,6,2,0.143,0,9,12,1.58,84.83,92.14,1,0
P1110,13-15,0,Intrinsic,13,15.19,27,18,0.667,3,6,3,2.86,4,4,4,0.148,2,1,4,0.5,46.02,72.89,1,0
P1111,19-22,3,Intrinsic,10,29.73,29,22,0.759,3,6,3,5.58,9,5,2,0.069,2,5,4,0.5,60.91,79.86,1,0
P1112,13-15,0,Intrinsic,11,22.26,24,17,0.708,3,4,1,2.65,9,2,3,0.125,0,5,4,2.34,54.2,79.67,1,0
P1113,13-15,0,Extrinsic,22,18.94,40,12,0.3,5,5,0,1.0,4,0,1,0.025,3,0,5,1.82,34.5,64.25,1,0
P1114,16-18,1,Extrinsic,7,21.07,14,10,0.714,3,4,1,2.69,11,6,3,0.214,0,6,7,0.57,59.84,77.29,1,0
P1115,19-22,3,Intrinsic,14,25.91,34,20,0.588,4,4,0,1.8,3,1,2,0.059,0,1,2,0.5,57.53,77.65,1,0
P1116,19-22,4,Extrinsic,18,25.52,29,20,0.69,5,6,1,5.04,8,8,1,0.034,1,5,16,0.5,63.48,81.45,1,0
P1117,13-15,0,Intrinsic,14,21.4,33,22,0.667,4,5,1,3.73,8,5,2,0.061,2,2,11,1.14,45.34,79.52,1,0
P1118,23-30,5,Extrinsic,10,30.74,28,13,0.464,3,3,0,5.07,9,6,0,0.0,1,4,6,1.8,56.89,73.21,1,0
P1119,16-18,2,Intrinsic,8,29.76,22,11,0.5,1,4,3,3.5,4,5,4,0.182,0,7,3,0.64,54.75,63.55,1,0
P1120,13-15,0,Social,18,25.31,28,17,0.607,2,1,1,4.81,10,5,4,0.143,3,3,4,4.23,41.76,74.07,1,0
P1121,23-30,3,Social,8,22.44,23,11,0.478,3,6,3,8.76,23,16,2,0.087,0,3,1,0.64,38.73,65.3,1,0
P1122,23-30,4,Extrinsic,17,27.26,43,12,0.279,4,3,1,4.03,11,9,1,0.023,3,1,8,0.5,43.58,61.26,1,0
P1123,23-30,5,Intrinsic,13,24.51,22,13,0.591,3,3,0,4.29,11,4,1,0.045,0,3,2,15.64,62.41,78.18,1,0
P1124,19-22,2,Intrinsic,13,30.49,19,6,0.316,5,7,2,5.04,4,9,1,0.053,2,3,8,1.78,37.53,60.21,1,0
P1125,19-22,3,Social,10,29.2,17,14,0.824,2,5,3,2.37,3,5,4,0.235,2,3,1,0.56,68.52,78.12,1,0
P1126,19-22,3,Intrinsic,18,13.85,49,24,0.49,4,5,1,4.38,10,5,2,0.041,0,2,2,6.75,48.65,71.27,1,0
P1127,13-15,0,Intrinsic,12,13.31,18,12,0.667,3,6,3,4.96,10,8,3,0.167,3,5,5,0.79,46.77,72.33,1,0
P1128,16-18,0,Intrinsic,10,16.39,18,8,0.444,3,3,0,2.61,5,3,2,0.111,1,2,3,7.79,39.25,68.89,1,0
P1129,16-18,1,Extrinsic,4,29.81,10,1,0.1,4,6,2,2.67,4,4,5,0.5,0,3,1,0.5,30.82,36.0,0,1
P1130,16-18,3,Extrinsic,8,9.39,19,8,0.421,2,4,2,5.04,6,6,4,0.211,0,2,5,5.53,44.24,60.74,1,0
P1131,19-22,4,Social,14,25.16,37,27,0.73,1,4,3,3.04,4,6,4,0.108,0,1,5,0.61,64.09,77.24,1,0
P1132,16-18,2,Intrinsic,31,24.9,50,35,0.7,3,6,3,7.7,15,13,2,0.04,3,5,7,8.36,49.25,77.8,1,0
P1133,13-15,1,Intrinsic,5,31.3,7,6,0.857,3,6,3,4.67,7,9,0,0.0,0,9,5,2.56,65.11,86.86,1,0
P1134,13-15,0,Social,6,23.44,17,11,0.647,4,4,0,1.17,1,2,1,0.059,0,2,7,0.63,50.97,80.59,1,0
P1135,19-22,4,Social,14,11.25,25,7,0.28,5,4,1,2.73,3,1,0,0.0,2,0,3,5.59,45.38,62.0,1,0
P1136,13-15,0,Intrinsic,11,14.33,25,18,0.72,1,1,0,2.58,6,7,2,0.08,0,4,6,1.49,53.34,83.6,1,0
P1137,23-30,4,Extrinsic,6,12.54,14,5,0.357,3,4,1,7.12,15,11,2,0.143,0,1,2,3.96,38.99,61.57,1,0
P1138,16-18,1,Intrinsic,13,17.7,22,18,0.818,3,3,0,1.67,6,1,1,0.045,0,7,3,3.09,68.04,89.55,1,0
P1139,16-18,0,Social,6,20.54,17,9,0.529,5,7,2,3.83,8,5,3,0.176,1,0,8,3.76,36.61,67.18,1,0
P1140,19-22,3,Intrinsic,7,12.68,15,9,0.6,5,6,1,2.69,6,5,0,0.0,1,1,6,1.26,55.77,78.0,1,0
P1141,19-22,5,Social,10,33.77,15,8,0.533,4,6,2,4.75,12,9,2,0.133,1,8,3,8.38,66.46,68.67,1,0
P1142,16-18,3,Extrinsic,7,11.4,20,8,0.4,3,5,2,3.22,8,2,0,0.0,2,7,5,2.46,55.46,66.0,1,0
P1143,19-22,5,Extrinsic,19,32.77,45,30,0.667,2,5,3,2.79,6,6,3,0.067,1,4,4,0.5,70.69,75.33,1,0
P1144,19-22,5,Intrinsic,13,31.48,33,17,0.515,2,4,2,3.71,8,6,1,0.03,1,3,7,0.5,60.84,70.85,1,0
